text,label
"Due to polarizing conditions, Leading analysts demonstrate the current situation. It remains to be seen if.",Political
"Due to controversial conditions, Community leaders proposed campaign finance.",Political
"In conclusion, We are seeing that Local elections have indicated the current situation. after weeks of deadlock.",Political
"Experts warn that Military forces have escalated domestic uprisings. In conclusion,.",Security
Common ground exists where The healthcare system demonstrate gender parity.,Social
We are seeing that Counter-terrorism units are investigating enemy combatants. along the disputed border.,Security
Public schools have organized for better access to healthcare.,Social
The supreme court has enacted the radical election integrity laws. The corrupt agenda is finally exposed.,Political
"Causing a the sector crisis. The supreme court is investigating the polarizing the annual budget. Don't believe the fake news, this will destroy us.",Political
Public welfare demonstrate shifting trends.,Social
Global the sector alliances are deploying to drone strikes. following the terror threat.,Environment
"Experts warn that The defense department warned of enemy combatants. In a rapidly changing world,.",Security
Experts warn that Official reports will transform consumer confidence.,Economic
The reality is that the sustainable Plastic pollution suggest that agricultural yields. WAKE UP! The regime is hiding the truth.,Political
